season,estaca,nido_id,ambiente,huevo,pichon,fecha_puesta,fecha_walkout
s18-19,27,7,,2,2,14/11/2018,27/12/2018
s18-19,27,8,,2,1,14/11/2018,27/12/2018
s18-19,27,9,,2,2,14/11/2018,27/12/2018
s18-19,27,10,,2,2,14/11/2018,27/12/2018
s18-19,34,1,cueva,2,1,14/11/2018,27/12/2018
s18-19,34,3,cueva,2,1,14/11/2018,27/12/2018
s18-19,34,4,cueva,2,2,14/11/2018,27/12/2018
s18-19,34,5,cueva,2,0,14/11/2018,27/12/2018
s18-19,34,7,,2,2,14/11/2018,27/12/2018
s18-19,34,8,,2,2,14/11/2018,27/12/2018
s18-19,34,9,,2,1,14/11/2018,27/12/2018
s18-19,34,10,,2,2,14/11/2018,27/12/2018
s18-19,37,1,cueva,3,1,14/11/2018,27/12/2018
s18-19,37,2,cueva,2,0,14/11/2018,27/12/2018
s18-19,37,3,cueva,2,1,14/11/2018,27/12/2018
s18-19,37,4,,2,2,14/11/2018,27/12/2018
s18-19,37,5,,2,2,14/11/2018,27/12/2018
s18-19,37,6,,1,1,14/11/2018,27/12/2018
s18-19,37,7,,2,1,14/11/2018,27/12/2018
s18-19,37,8,,2,2,14/11/2018,27/12/2018
s18-19,37,9,,2,0,14/11/2018,27/12/2018
s18-19,37,10,,2,1,14/11/2018,27/12/2018
s18-19,41,2,,2,0,14/11/2018,27/12/2018
s18-19,41,3,,2,0,14/11/2018,27/12/2018
s18-19,41,4,,2,1,14/11/2018,27/12/2018
s18-19,41,5,,2,1,14/11/2018,27/12/2018
s18-19,41,6,,2,1,14/11/2018,27/12/2018
s18-19,41,7,,2,2,14/11/2018,27/12/2018
s18-19,41,8,,2,2,14/11/2018,27/12/2018
s18-19,41,9,,2,2,14/11/2018,27/12/2018
s19-20,3,1,cueva,2,2,2/11/2019,23/12/2019
s19-20,3,2,cueva,2,2,2/11/2019,23/12/2019
s19-20,3,3,cueva,2,0,2/11/2019,23/12/2019
s19-20,3,4,cueva,2,1,2/11/2019,23/12/2019
s19-20,3,5,mata,2,2,2/11/2019,23/12/2019
s19-20,3,6,mata,2,0,2/11/2019,23/12/2019
s19-20,3,7,mata,2,2,2/11/2019,23/12/2019
s19-20,3,8,mata,2,1,2/11/2019,23/12/2019
s19-20,3,9,mata,2,1,2/11/2019,23/12/2019
s19-20,3,10,mata,2,0,2/11/2019,23/12/2019
s19-20,7,1,cueva,2,2,2/11/2019,23/12/2019
s19-20,7,2,mata,2,2,2/11/2019,23/12/2019
s19-20,7,3,mata,2,0,2/11/2019,23/12/2019
s19-20,7,4,mata,2,2,2/11/2019,23/12/2019
s19-20,7,5,mata,2,0,2/11/2019,23/12/2019
s19-20,7,6,mata,2,1,2/11/2019,23/12/2019
s19-20,7,7,mata,2,0,2/11/2019,23/12/2019
s19-20,7,8,mata,2,0,2/11/2019,23/12/2019
s19-20,7,9,mata,2,2,2/11/2019,23/12/2019
s19-20,7,10,cueva,2,2,2/11/2019,23/12/2019
s19-20,9,1,mata,2,0,2/11/2019,23/12/2019
s19-20,9,2,mata,2,0,2/11/2019,23/12/2019
s19-20,9,3,mata,2,0,2/11/2019,23/12/2019
s19-20,9,4,mata,1,1,2/11/2019,23/12/2019
s19-20,9,5,mata,2,1,2/11/2019,23/12/2019
s19-20,9,6,mata,2,2,2/11/2019,23/12/2019
s19-20,9,7,mata,2,1,2/11/2019,23/12/2019
s19-20,9,8,mata,2,1,2/11/2019,23/12/2019
s19-20,9,9,mata,2,0,2/11/2019,23/12/2019
s19-20,9,10,mata,2,0,2/11/2019,23/12/2019
s19-20,13,1,cueva,2,1,2/11/2019,23/12/2019
s19-20,13,2,,2,0,2/11/2019,23/12/2019
s19-20,13,3,,2,0,2/11/2019,23/12/2019
s19-20,13,4,,2,0,2/11/2019,23/12/2019
s19-20,13,5,,2,2,2/11/2019,23/12/2019
s19-20,13,6,,2,2,2/11/2019,23/12/2019
s19-20,13,7,,2,1,2/11/2019,23/12/2019
s19-20,13,8,,2,2,2/11/2019,23/12/2019
s19-20,13,9,,2,2,2/11/2019,23/12/2019
s19-20,13,10,,2,1,2/11/2019,23/12/2019
s19-20,18,1,mata,2,1,2/11/2019,23/12/2019
s19-20,18,2,mata,2,0,2/11/2019,23/12/2019
s19-20,18,3,mata,2,0,2/11/2019,23/12/2019
s19-20,18,4,mata,2,2,2/11/2019,23/12/2019
s19-20,18,5,mata,2,0,2/11/2019,23/12/2019
s19-20,18,6,mata,2,0,2/11/2019,23/12/2019
s19-20,18,7,mata,2,0,2/11/2019,23/12/2019
s19-20,18,8,cueva,2,0,2/11/2019,23/12/2019
s19-20,18,9,mata,2,2,2/11/2019,23/12/2019
s19-20,18,10,mata,2,0,2/11/2019,23/12/2019
s19-20,26,1,mata,2,0,2/11/2019,23/12/2019
s19-20,26,2,mata,2,2,2/11/2019,23/12/2019
s19-20,26,3,mata,2,2,2/11/2019,23/12/2019
s19-20,26,4,mata,2,0,2/11/2019,23/12/2019
s19-20,26,5,mata,2,2,2/11/2019,23/12/2019
s19-20,26,6,cueva,2,0,2/11/2019,23/12/2019
s19-20,26,7,mata,2,1,2/11/2019,23/12/2019
s19-20,26,8,mata,2,1,2/11/2019,23/12/2019
s19-20,26,9,mata,2,0,2/11/2019,23/12/2019
s19-20,26,10,mata,2,2,2/11/2019,23/12/2019
s19-20,27,1,mata,2,2,2/11/2019,23/12/2019
s19-20,27,2,mata,2,0,2/11/2019,23/12/2019
s19-20,27,3,mata,2,1,2/11/2019,23/12/2019
s19-20,27,4,mata,2,2,2/11/2019,23/12/2019
s19-20,27,5,mata,2,1,2/11/2019,23/12/2019
s19-20,27,6,mata,2,0,2/11/2019,23/12/2019
s19-20,27,7,mata,2,2,2/11/2019,23/12/2019
s19-20,27,8,mata,2,0,2/11/2019,23/12/2019
s19-20,27,9,mata,2,0,2/11/2019,23/12/2019
s19-20,27,10,,2,2,2/11/2019,23/12/2019
s19-20,34,1,cueva,2,1,31/10/2019,23/12/2019
s19-20,34,2,cueva,2,1,31/10/2019,23/12/2019
s19-20,34,3,cueva,2,1,31/10/2019,23/12/2019
s19-20,34,4,cueva,2,2,31/10/2019,23/12/2019
s19-20,34,5,cueva,2,0,31/10/2019,23/12/2019
s19-20,34,6,mata,2,1,31/10/2019,23/12/2019
s19-20,34,7,mata,2,1,31/10/2019,23/12/2019
s19-20,34,8,mata,2,0,31/10/2019,23/12/2019
s19-20,34,9,mata,2,0,31/10/2019,23/12/2019
s19-20,34,10,mata,2,1,31/10/2019,23/12/2019
s19-20,37,1,cueva,2,0,31/10/2019,23/12/2019
s19-20,37,2,cueva,2,0,31/10/2019,23/12/2019
s19-20,37,3,mata,2,0,31/10/2019,23/12/2019
s19-20,37,4,mata,2,0,31/10/2019,23/12/2019
s19-20,37,5,mata,2,2,31/10/2019,23/12/2019
s19-20,37,6,mata,2,2,31/10/2019,23/12/2019
s19-20,37,7,mata,2,0,31/10/2019,23/12/2019
s19-20,37,8,mata,2,2,31/10/2019,23/12/2019
s19-20,37,9,mata,2,0,31/10/2019,23/12/2019
s19-20,37,10,mata,2,1,31/10/2019,23/12/2019
s19-20,41,1,mata,2,0,31/10/2019,23/12/2019
s19-20,41,2,mata,2,0,31/10/2019,23/12/2019
s19-20,41,3,mata,2,2,31/10/2019,23/12/2019
s19-20,41,4,mata,2,1,31/10/2019,23/12/2019
s19-20,41,5,mata,2,2,31/10/2019,23/12/2019
s19-20,41,6,mata,2,0,31/10/2019,23/12/2019
s19-20,41,8,,2,0,31/10/2019,23/12/2019
s19-20,41,9,,2,2,31/10/2019,23/12/2019
s21-22,3,1,mata,2,2,4/11/2021,17/12/2021
s21-22,3,2,mata,2,2,4/11/2021,17/12/2021
s21-22,3,3,mata,2,1,4/11/2021,17/12/2021
s21-22,3,4,cueva,2,0,4/11/2021,17/12/2021
s21-22,3,5,cueva,2,2,4/11/2021,17/12/2021
s21-22,3,6,mata,2,0,4/11/2021,17/12/2021
s21-22,3,7,mata,2,2,4/11/2021,17/12/2021
s21-22,3,8,cueva,2,2,4/11/2021,17/12/2021
s21-22,3,9,mata,2,2,4/11/2021,17/12/2021
s21-22,3,10,cueva,2,0,4/11/2021,17/12/2021
s21-22,7,1,mata,2,2,4/11/2021,17/12/2021
s21-22,7,2,mata,2,2,4/11/2021,17/12/2021
s21-22,7,3,mata,2,2,4/11/2021,17/12/2021
s21-22,7,4,mata,2,0,4/11/2021,17/12/2021
s21-22,7,5,mata,2,2,4/11/2021,17/12/2021
s21-22,7,6,mata,2,2,4/11/2021,17/12/2021
s21-22,7,7,mata,2,2,4/11/2021,17/12/2021
s21-22,7,8,mata,2,0,4/11/2021,17/12/2021
s21-22,7,9,mata,2,0,4/11/2021,17/12/2021
s21-22,7,10,mata,2,2,4/11/2021,17/12/2021
s21-22,9,1,mata,2,0,4/11/2021,17/12/2021
s21-22,9,2,mata,2,0,4/11/2021,17/12/2021
s21-22,9,3,cueva,2,0,4/11/2021,17/12/2021
s21-22,9,4,mata,2,2,4/11/2021,17/12/2021
s21-22,9,5,mata,2,2,4/11/2021,17/12/2021
s21-22,9,6,mata,2,2,4/11/2021,17/12/2021
s21-22,9,7,mata,2,2,4/11/2021,17/12/2021
s21-22,9,8,cueva,2,1,4/11/2021,17/12/2021
s21-22,9,9,mata,2,2,4/11/2021,17/12/2021
s21-22,9,10,mata,2,2,4/11/2021,17/12/2021
s21-22,13,1,,2,1,4/11/2021,17/12/2021
s21-22,13,2,,2,2,4/11/2021,17/12/2021
s21-22,13,3,,2,2,4/11/2021,17/12/2021
s21-22,13,4,,2,2,4/11/2021,17/12/2021
s21-22,13,5,,2,2,4/11/2021,17/12/2021
s21-22,13,6,,2,0,4/11/2021,17/12/2021
s21-22,13,7,,2,2,4/11/2021,17/12/2021
s21-22,13,8,,2,0,4/11/2021,17/12/2021
s21-22,13,9,,2,1,4/11/2021,17/12/2021
s21-22,13,10,,2,1,4/11/2021,17/12/2021
s21-22,18,1,mata,2,1,4/11/2021,17/12/2021
s21-22,18,2,mata,2,2,4/11/2021,17/12/2021
s21-22,18,3,cueva,2,0,4/11/2021,17/12/2021
s21-22,18,4,cueva,2,1,4/11/2021,17/12/2021
s21-22,18,5,mata,2,0,4/11/2021,17/12/2021
s21-22,18,6,mata,2,2,4/11/2021,17/12/2021
s21-22,18,7,mata,2,1,4/11/2021,17/12/2021
s21-22,18,8,cueva,2,2,4/11/2021,17/12/2021
s21-22,18,9,mata,2,2,4/11/2021,17/12/2021
s21-22,18,10,cueva,2,0,4/11/2021,17/12/2021
s21-22,26,1,mata,2,0,3/11/2021,17/12/2021
s21-22,26,2,mata,2,2,3/11/2021,17/12/2021
s21-22,26,3,mata,2,2,3/11/2021,17/12/2021
s21-22,26,4,cueva,2,0,3/11/2021,17/12/2021
s21-22,26,5,mata,2,0,3/11/2021,17/12/2021
s21-22,26,6,mata,2,1,3/11/2021,17/12/2021
s21-22,26,7,cueva,2,0,3/11/2021,17/12/2021
s21-22,26,8,mata,2,2,3/11/2021,17/12/2021
s21-22,26,9,cueva,2,0,3/11/2021,17/12/2021
s21-22,26,10,cueva,2,2,3/11/2021,17/12/2021
s21-22,27,1,mata,2,1,4/11/2021,17/12/2021
s21-22,27,2,cueva,2,2,4/11/2021,17/12/2021
s21-22,27,3,cueva,2,2,4/11/2021,17/12/2021
s21-22,27,4,mata,2,0,4/11/2021,17/12/2021
s21-22,27,5,cueva,2,0,4/11/2021,17/12/2021
s21-22,27,6,mata,2,2,4/11/2021,17/12/2021
s21-22,27,7,mata,2,2,4/11/2021,17/12/2021
s21-22,27,8,mata,2,0,4/11/2021,17/12/2021
s21-22,27,9,mata,2,0,4/11/2021,17/12/2021
s21-22,27,10,mata,2,1,3/11/2021,17/12/2021
s21-22,34,1,cueva,2,2,3/11/2021,17/12/2021
s21-22,34,2,cueva,2,2,3/11/2021,17/12/2021
s21-22,34,3,cueva,2,0,3/11/2021,17/12/2021
s21-22,34,4,mata,2,2,3/11/2021,17/12/2021
s21-22,34,5,cueva,2,0,3/11/2021,17/12/2021
s21-22,34,6,cueva,2,2,3/11/2021,17/12/2021
s21-22,34,7,cueva,2,2,3/11/2021,17/12/2021
s21-22,34,8,mata,2,1,3/11/2021,17/12/2021
s21-22,34,9,mata,2,2,3/11/2021,17/12/2021
s21-22,34,10,mata,2,2,3/11/2021,17/12/2021
s21-22,37,1,mata,2,2,3/11/2021,17/12/2021
s21-22,37,2,mata,2,2,3/11/2021,17/12/2021
s21-22,37,3,mata,2,2,3/11/2021,17/12/2021
s21-22,37,4,mata,2,2,3/11/2021,17/12/2021
s21-22,37,5,cueva,2,0,3/11/2021,17/12/2021
s21-22,37,6,cueva,2,0,3/11/2021,17/12/2021
s21-22,37,7,cueva,2,2,3/11/2021,17/12/2021
s21-22,37,8,cueva,2,2,3/11/2021,17/12/2021
s21-22,37,9,cueva,2,2,3/11/2021,17/12/2021
s21-22,37,10,cueva,2,2,3/11/2021,17/12/2021
s21-22,41,1,,2,0,3/11/2021,17/12/2021
s21-22,41,2,,2,0,3/11/2021,17/12/2021
s21-22,41,3,,2,2,3/11/2021,17/12/2021
s22-23,3,1,cueva,2,1,25/10/2022,4/1/2023
s22-23,3,2,mata,2,2,25/10/2022,4/1/2023
s22-23,3,3,cueva,2,0,25/10/2022,4/1/2023
s22-23,3,4,cueva,2,1,25/10/2022,4/1/2023
s22-23,3,5,cueva,2,1,25/10/2022,4/1/2023
s22-23,3,6,cueva,2,0,25/10/2022,4/1/2023
s22-23,3,7,cueva,2,0,25/10/2022,4/1/2023
s22-23,3,8,cueva,2,1,25/10/2022,4/1/2023
s22-23,3,9,mata,2,2,25/10/2022,4/1/2023
s22-23,3,10,cueva,2,0,25/10/2022,4/1/2023
s22-23,7,1,cueva,2,1,25/10/2022,4/1/2023
s22-23,7,2,mata,2,2,25/10/2022,4/1/2023
s22-23,7,3,mata,2,0,25/10/2022,4/1/2023
s22-23,7,4,cueva,2,0,25/10/2022,4/1/2023
s22-23,7,5,cueva,2,0,25/10/2022,4/1/2023
s22-23,7,6,mata,2,1,25/10/2022,4/1/2023
s22-23,7,7,mata,2,1,25/10/2022,4/1/2023
s22-23,7,8,cueva,2,0,25/10/2022,4/1/2023
s22-23,7,9,mata,2,0,25/10/2022,4/1/2023
s22-23,7,10,mata,2,2,25/10/2022,4/1/2023
s22-23,9,1,mata,2,1,25/10/2022,4/1/2023
s22-23,9,2,mata,2,2,25/10/2022,4/1/2023
s22-23,9,3,mata,2,0,25/10/2022,4/1/2023
s22-23,9,4,mata,2,2,25/10/2022,4/1/2023
s22-23,9,5,mata,2,2,25/10/2022,4/1/2023
s22-23,9,6,mata,2,1,25/10/2022,4/1/2023
s22-23,9,7,mata,2,2,25/10/2022,4/1/2023
s22-23,9,8,mata,2,2,25/10/2022,4/1/2023
s22-23,9,9,mata,2,2,25/10/2022,4/1/2023
s22-23,9,10,mata,2,2,25/10/2022,4/1/2023
s22-23,13,1,cueva,2,1,25/10/2022,4/1/2023
s22-23,13,2,cueva,2,0,25/10/2022,4/1/2023
s22-23,13,3,cueva,2,0,25/10/2022,4/1/2023
s22-23,13,4,cueva,2,0,25/10/2022,4/1/2023
s22-23,13,5,cueva,2,1,25/10/2022,4/1/2023
s22-23,13,6,cueva,2,0,25/10/2022,4/1/2023
s22-23,13,7,cueva,2,1,25/10/2022,4/1/2023
s22-23,13,8,cueva,2,1,25/10/2022,4/1/2023
s22-23,13,9,cueva,2,0,25/10/2022,4/1/2023
s22-23,13,10,cueva,2,0,25/10/2022,4/1/2023
s22-23,18,1,cueva,2,2,25/10/2022,4/1/2023
s22-23,18,2,mata,2,1,25/10/2022,4/1/2023
s22-23,18,3,mata,2,1,25/10/2022,4/1/2023
s22-23,18,4,mata,2,1,25/10/2022,4/1/2023
s22-23,18,5,mata,2,0,25/10/2022,4/1/2023
s22-23,18,6,mata,2,0,25/10/2022,4/1/2023
s22-23,18,7,mata,2,1,25/10/2022,4/1/2023
s22-23,18,8,cueva,2,0,25/10/2022,4/1/2023
s22-23,18,9,mata,2,0,25/10/2022,4/1/2023
s22-23,18,10,mata,2,1,25/10/2022,4/1/2023
s22-23,26,1,mata,2,2,25/10/2022,4/1/2023
s22-23,26,2,mata,2,0,25/10/2022,4/1/2023
s22-23,26,3,mata,2,0,25/10/2022,4/1/2023
s22-23,26,4,mata,2,0,25/10/2022,4/1/2023
s22-23,26,5,mata,2,0,25/10/2022,4/1/2023
s22-23,26,6,cueva,2,0,25/10/2022,4/1/2023
s22-23,26,7,mata,2,1,25/10/2022,4/1/2023
s22-23,26,8,mata,2,2,25/10/2022,4/1/2023
s22-23,26,9,mata,2,0,25/10/2022,4/1/2023
s22-23,26,10,cueva,2,0,25/10/2022,4/1/2023
s22-23,27,1,mata,2,2,25/10/2022,4/1/2023
s22-23,27,2,mata,2,2,25/10/2022,4/1/2023
s22-23,27,3,mata,2,2,25/10/2022,4/1/2023
s22-23,27,4,mata,2,0,25/10/2022,4/1/2023
s22-23,27,5,mata,2,0,25/10/2022,4/1/2023
s22-23,27,6,mata,2,0,25/10/2022,4/1/2023
s22-23,27,7,mata,2,2,25/10/2022,4/1/2023
s22-23,27,8,cueva,2,1,25/10/2022,4/1/2023
s22-23,27,9,cueva,2,2,25/10/2022,4/1/2023
s22-23,27,10,cueva,2,2,25/10/2022,4/1/2023
s22-23,34,1,mata,2,1,25/10/2022,4/1/2023
s22-23,34,2,mata,2,1,25/10/2022,4/1/2023
s22-23,34,3,mata,2,0,25/10/2022,4/1/2023
s22-23,34,4,mata,2,1,25/10/2022,4/1/2023
s22-23,34,5,cueva,2,0,25/10/2022,4/1/2023
s22-23,34,6,cueva,2,0,25/10/2022,4/1/2023
s22-23,34,7,cueva,2,0,25/10/2022,4/1/2023
s22-23,34,8,mata,2,1,25/10/2022,4/1/2023
s22-23,34,9,cueva,2,0,25/10/2022,4/1/2023
s22-23,34,10,cueva,2,1,25/10/2022,4/1/2023
s22-23,37,1,cueva,2,0,25/10/2022,4/1/2023
s22-23,37,2,mata,2,2,25/10/2022,4/1/2023
s22-23,37,3,mata,2,0,25/10/2022,4/1/2023
s22-23,37,4,cueva,2,0,25/10/2022,4/1/2023
s22-23,37,5,mata,2,1,25/10/2022,4/1/2023
s22-23,37,6,cueva,2,0,25/10/2022,4/1/2023
s22-23,37,7,mata,2,2,25/10/2022,4/1/2023
s22-23,37,8,mata,2,1,25/10/2022,4/1/2023
s22-23,37,9,mata,2,0,25/10/2022,4/1/2023
s22-23,37,10,mata,2,0,25/10/2022,4/1/2023
s22-23,41,1,mata,2,0,25/10/2022,4/1/2023
s22-23,41,2,mata,2,0,25/10/2022,4/1/2023
s22-23,41,3,mata,2,0,25/10/2022,4/1/2023
s23-24,3,1,mata,2,2,1/11/2023,27/12/2023
s23-24,3,2,mata,2,0,1/11/2023,27/12/2023
s23-24,3,3,mata,2,1,1/11/2023,27/12/2023
s23-24,3,4,mata,2,0,1/11/2023,27/12/2023
s23-24,3,5,mata,2,0,1/11/2023,27/12/2023
s23-24,3,6,mata,2,2,1/11/2023,27/12/2023
s23-24,3,7,mata,2,1,1/11/2023,27/12/2023
s23-24,3,8,mata,2,0,1/11/2023,27/12/2023
s23-24,3,9,mata,2,2,1/11/2023,27/12/2023
s23-24,3,10,mata,2,0,1/11/2023,27/12/2023
s23-24,7,1,cueva,2,1,1/11/2023,27/12/2023
s23-24,7,2,cueva,2,1,1/11/2023,27/12/2023
s23-24,7,3,mata,2,0,1/11/2023,27/12/2023
s23-24,7,4,mata,2,0,1/11/2023,27/12/2023
s23-24,7,5,mata,2,2,1/11/2023,27/12/2023
s23-24,7,6,mata,2,0,1/11/2023,27/12/2023
s23-24,7,7,mata,2,0,1/11/2023,27/12/2023
s23-24,7,8,mata,2,1,1/11/2023,27/12/2023
s23-24,7,9,mata,2,2,1/11/2023,27/12/2023
s23-24,7,10,mata,2,0,1/11/2023,27/12/2023
s23-24,9,1,mata,2,2,1/11/2023,27/12/2023
s23-24,9,2,mata,2,2,1/11/2023,27/12/2023
s23-24,9,3,mata,2,1,1/11/2023,27/12/2023
s23-24,9,4,mata,2,2,1/11/2023,27/12/2023
s23-24,9,5,mata,2,2,1/11/2023,27/12/2023
s23-24,9,6,mata,2,1,1/11/2023,27/12/2023
s23-24,9,7,mata,2,2,1/11/2023,27/12/2023
s23-24,9,8,mata,2,1,1/11/2023,27/12/2023
s23-24,9,9,mata,2,2,1/11/2023,27/12/2023
s23-24,9,10,mata,2,2,1/11/2023,27/12/2023
s23-24,13,1,cueva,2,0,1/11/2023,27/12/2023
s23-24,13,2,cueva,2,0,1/11/2023,27/12/2023
s23-24,13,3,cueva,2,2,1/11/2023,27/12/2023
s23-24,13,4,cueva,2,1,1/11/2023,27/12/2023
s23-24,13,5,cueva,2,0,1/11/2023,27/12/2023
s23-24,13,6,cueva,2,2,1/11/2023,27/12/2023
s23-24,13,7,cueva,2,0,1/11/2023,27/12/2023
s23-24,13,8,cueva,2,0,1/11/2023,27/12/2023
s23-24,13,9,cueva,2,0,1/11/2023,27/12/2023
s23-24,13,10,cueva,2,0,1/11/2023,27/12/2023
s23-24,18,1,mata,2,1,1/11/2023,20/12/2023
s23-24,18,2,mata,2,2,1/11/2023,20/12/2023
s23-24,18,3,mata,2,1,1/11/2023,20/12/2023
s23-24,18,4,mata,2,0,1/11/2023,20/12/2023
s23-24,18,5,mata,2,2,1/11/2023,20/12/2023
s23-24,18,6,mata,2,1,1/11/2023,20/12/2023
s23-24,18,7,mata,2,2,1/11/2023,20/12/2023
s23-24,18,8,mata,2,2,1/11/2023,20/12/2023
s23-24,18,9,mata,2,2,1/11/2023,20/12/2023
s23-24,18,10,mata,2,2,1/11/2023,20/12/2023
s23-24,26,1,mata,2,0,1/11/2023,27/12/2023
s23-24,26,2,mata,2,2,1/11/2023,27/12/2023
s23-24,26,3,mata,2,2,1/11/2023,27/12/2023
s23-24,26,4,mata,2,2,1/11/2023,27/12/2023
s23-24,26,5,mata,2,1,1/11/2023,27/12/2023
s23-24,26,6,mata,2,2,1/11/2023,27/12/2023
s23-24,26,7,mata,2,0,1/11/2023,27/12/2023
s23-24,26,8,mata,2,2,1/11/2023,27/12/2023
s23-24,26,9,mata,2,1,1/11/2023,27/12/2023
s23-24,26,10,mata,2,2,1/11/2023,27/12/2023
s23-24,27,1,mata,2,0,1/11/2023,20/12/2023
s23-24,27,2,mata,2,1,1/11/2023,20/12/2023
s23-24,27,3,mata,2,2,1/11/2023,20/12/2023
s23-24,27,4,mata,2,2,1/11/2023,20/12/2023
s23-24,27,5,mata,2,2,1/11/2023,20/12/2023
s23-24,27,6,mata,2,1,1/11/2023,20/12/2023
s23-24,27,7,mata,2,1,1/11/2023,20/12/2023
s23-24,27,8,mata,2,2,1/11/2023,20/12/2023
s23-24,27,9,mata,2,2,1/11/2023,20/12/2023
s23-24,27,10,mata,2,2,1/11/2023,20/12/2023
s23-24,34,1,mata,2,0,1/11/2023,27/12/2023
s23-24,34,2,mata,2,0,1/11/2023,27/12/2023
s23-24,34,3,mata,2,2,1/11/2023,27/12/2023
s23-24,34,4,mata,2,2,1/11/2023,27/12/2023
s23-24,34,5,mata,2,0,1/11/2023,27/12/2023
s23-24,34,6,cueva,2,0,1/11/2023,27/12/2023
s23-24,34,7,cueva,2,0,1/11/2023,27/12/2023
s23-24,34,8,cueva,2,2,1/11/2023,27/12/2023
s23-24,34,9,cueva,2,2,1/11/2023,27/12/2023
s23-24,34,10,mata,2,1,1/11/2023,27/12/2023
s23-24,37,1,mata,2,2,1/11/2023,27/12/2023
s23-24,37,2,mata,2,2,1/11/2023,27/12/2023
s23-24,37,3,cueva,2,2,1/11/2023,27/12/2023
s23-24,37,4,mata,2,1,1/11/2023,27/12/2023
s23-24,37,5,mata,2,1,1/11/2023,27/12/2023
s23-24,37,6,cueva,2,1,1/11/2023,27/12/2023
s23-24,37,7,mata,2,1,1/11/2023,27/12/2023
s23-24,37,8,mata,2,0,1/11/2023,27/12/2023
s23-24,37,9,mata,2,2,1/11/2023,27/12/2023
s23-24,37,10,mata,2,1,1/11/2023,27/12/2023